No.,Study,MAG,Size_bp,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination
11285,SMGC,SMGC_3963,10234,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,67.34,0
11286,SMGC,SMGC_3964,36445,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,85,0
11287,SMGC,SMGC_3965,39864,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,92.69,0
11288,SMGC,SMGC_3966,5012,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.7,0
11289,SMGC,SMGC_3967,5367,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,2.72,0
11290,SMGC,SMGC_3968,13945,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,18.53,0
11291,SMGC,SMGC_3969,14599,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,41.85,0
11292,SMGC,SMGC_3970,9500,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.27,0
11293,SMGC,SMGC_3971,49111,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,64.35,0
11294,SMGC,SMGC_3973,34589,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,47.78,0
11295,SMGC,SMGC_3974,36227,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,98.21,0
11296,SMGC,SMGC_3975,5306,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,6.95,0
11297,SMGC,SMGC_3976,91422,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,75.81,0
11298,SMGC,SMGC_3977,11693,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.12,0
11299,SMGC,SMGC_3978,14585,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,34.32,0
11300,SMGC,SMGC_3979,41707,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,72.59,0
11301,SMGC,SMGC_3980,10528,d__Virus,NA,NA,NA,NA,NA,NA,6.8,0
11302,SMGC,SMGC_3981,24358,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,57.31,0
11303,SMGC,SMGC_3982,35458,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11304,SMGC,SMGC_3983,5682,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,11.27,0
11305,SMGC,SMGC_3984,35257,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,68.39,0
11306,SMGC,SMGC_3985,129261,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11307,SMGC,SMGC_3986,14110,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,9.13,0
11308,SMGC,SMGC_3987,6368,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.73,0
11309,SMGC,SMGC_3988_1,36821,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.34,0
11310,SMGC,SMGC_3989,47392,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,91.64,0
11311,SMGC,SMGC_3990_1,35610,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.17,0
11312,SMGC,SMGC_3992,20159,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,45.53,0
11313,SMGC,SMGC_3993_1,38010,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,83.64,0
11314,SMGC,SMGC_3994,7455,d__Virus,NA,NA,NA,NA,NA,NA,58.35,0
11315,SMGC,SMGC_3995,6932,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,5.21,0
11316,SMGC,SMGC_3996,7186,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,17.03,0
11317,SMGC,SMGC_3997,9964,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,4.24,0
11318,SMGC,SMGC_3998,36467,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,86.76,0
11319,SMGC,SMGC_3999,17002,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,31.58,0
11320,SMGC,SMGC_4002,11042,d__Virus,NA,NA,NA,NA,NA,NA,7.15,0
11321,SMGC,SMGC_4003,10907,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,79.62,0
11322,SMGC,SMGC_4004,7485,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,15.24,0
11323,SMGC,SMGC_4005,6462,d__Virus,NA,NA,NA,NA,NA,NA,91.78,0
11324,SMGC,SMGC_4006,41267,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,99.58,0
11325,SMGC,SMGC_4007,55910,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,98.62,0
11326,SMGC,SMGC_4008,14885,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,10.09,0
11327,SMGC,SMGC_4009,6024,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,45.71,0
11328,SMGC,SMGC_4010,22424,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,24.32,0
11329,SMGC,SMGC_4011,7652,d__Virus,NA,NA,o__no_order_Inoviridae,f__Inoviridae,NA,NA,100,0
11330,SMGC,SMGC_4012,44911,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11331,SMGC,SMGC_4013,6820,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.58,0
11332,SMGC,SMGC_4014,16872,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.9,0
11333,SMGC,SMGC_4015,6226,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,4.17,0
11334,SMGC,SMGC_4016,11956,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,20.28,0
11335,SMGC,SMGC_4017,38262,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,57.29,0
11336,SMGC,SMGC_4018,31410,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,69.38,0
11337,SMGC,SMGC_4019,272588,d__Virus,NA,NA,o__no_order_Phycodnaviridae,f__Phycodnaviridae,NA,NA,62.39,0
11338,SMGC,SMGC_4021,224179,d__Virus,NA,NA,o__Herpesvirales,f__Unassigned,NA,NA,71.36,0
11339,SMGC,SMGC_4022,9430,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,2.48,0
11340,SMGC,SMGC_4023,5715,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.39,0
11341,SMGC,SMGC_4024,7273,d__Virus,NA,NA,o__no_order_Phycodnaviridae,f__Phycodnaviridae,NA,NA,0.58,0
11342,SMGC,SMGC_4025,5340,d__Virus,NA,NA,NA,NA,NA,NA,0.43,0
11343,SMGC,SMGC_4026,30096,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11344,SMGC,SMGC_4028,5152,d__Virus,NA,NA,NA,NA,NA,NA,1.44,0
11345,SMGC,SMGC_4029,5503,d__Virus,NA,NA,NA,NA,NA,NA,6.35,0
11346,SMGC,SMGC_4030,9527,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.61,0
11347,SMGC,SMGC_4031,17170,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,39.9,0
11348,SMGC,SMGC_4032,10251,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,22.39,0
11349,SMGC,SMGC_4033,8020,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,22.14,0
11350,SMGC,SMGC_4034,49998,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,85.82,0
11351,SMGC,SMGC_4035,5007,d__Virus,NA,NA,NA,NA,NA,NA,2.81,0
11352,SMGC,SMGC_4036,11333,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,20.85,0
11353,SMGC,SMGC_4037,8881,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,7.72,0
11354,SMGC,SMGC_4038,5979,d__Virus,NA,NA,NA,NA,NA,NA,9.96,0
11355,SMGC,SMGC_4039_1,55041,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,91.72,0
11356,SMGC,SMGC_4040,44323,d__Virus,NA,NA,o__no_order_Inoviridae,f__Inoviridae,NA,NA,63.44,0
11357,SMGC,SMGC_4042,8598,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.21,0
11358,SMGC,SMGC_4043,17679,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,39.57,0
11359,SMGC,SMGC_4044,8637,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,23.43,0
11360,SMGC,SMGC_4045,22529,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,34.54,0
11361,SMGC,SMGC_4046,46507,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,89.35,0
11362,SMGC,SMGC_4047,33285,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,72.22,0
11363,SMGC,SMGC_4048,5911,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,8.45,0
11364,SMGC,SMGC_4049,5331,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,10.52,0
11365,SMGC,SMGC_4050,46506,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11366,SMGC,SMGC_4051,6657,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,16.11,0
11367,SMGC,SMGC_4052_1,8656,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.07,0
11368,SMGC,SMGC_4053,5652,d__Virus,NA,NA,NA,NA,NA,NA,8.53,0
11369,SMGC,SMGC_4054,21249,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,90.48,0
11370,SMGC,SMGC_4055,6975,d__Virus,NA,NA,o__no_order_Inoviridae,f__Inoviridae,NA,NA,100,0
11371,SMGC,SMGC_4056,7735,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,17.76,0
11372,SMGC,SMGC_4057,7831,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.76,0
11373,SMGC,SMGC_4058,7397,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,16.3,0
11374,SMGC,SMGC_4059_1,7729,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,10.14,0
11375,SMGC,SMGC_4060,38134,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11376,SMGC,SMGC_4061,7275,d__Virus,NA,NA,o__no_order_Papillomaviridae,f__Papillomaviridae,NA,NA,100,0
11377,SMGC,SMGC_4062,23241,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,9.07,0
11378,SMGC,SMGC_4063_1,37845,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.94,0
11379,SMGC,SMGC_4064,8053,d__Virus,NA,NA,o__no_order_Caulimoviridae,f__Caulimoviridae,NA,NA,100,0
11380,SMGC,SMGC_4065,7736,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.98,0
11381,SMGC,SMGC_4066,18589,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,48.81,0
11382,SMGC,SMGC_4067,6103,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,18.06,0
11383,SMGC,SMGC_4068,24204,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,51.7,0
11384,SMGC,SMGC_4069,5006,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,7.21,0
11385,SMGC,SMGC_4070,14065,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,39.79,0
11386,SMGC,SMGC_4071,6031,d__Virus,NA,NA,NA,NA,NA,NA,92.93,0
11387,SMGC,SMGC_4072,17467,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,44.04,0
11388,SMGC,SMGC_4073,23742,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,53.49,0
11389,SMGC,SMGC_4074,5671,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,5.22,0
11390,SMGC,SMGC_4075,12175,d__Virus,NA,NA,NA,NA,NA,NA,3.38,0
11391,SMGC,SMGC_4076,6295,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,3.51,0
11392,SMGC,SMGC_4077,17003,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.09,0
11393,SMGC,SMGC_4078,5368,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.68,0
11394,SMGC,SMGC_4079,7462,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,22.61,0
11395,SMGC,SMGC_4080,5005,d__Virus,NA,NA,NA,NA,NA,NA,76.48,0
11396,SMGC,SMGC_4081,5202,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.53,0
11397,SMGC,SMGC_4082,17128,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11398,SMGC,SMGC_4083,12890,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,38.78,0
11399,SMGC,SMGC_4084,12612,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,33,0
11400,SMGC,SMGC_4085,9600,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,24.89,0
11401,SMGC,SMGC_4086,51844,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,67.34,0
11402,SMGC,SMGC_4087_1,22155,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,49.2,0
11403,SMGC,SMGC_4088,7202,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,6.05,0
11404,SMGC,SMGC_4089,36173,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,95.9,0
11405,SMGC,SMGC_4090,18880,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,10.21,0
11406,SMGC,SMGC_4092,11861,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.34,0
11407,SMGC,SMGC_4093,7504,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.58,0
11408,SMGC,SMGC_4094,11178,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.77,0
11409,SMGC,SMGC_4095,10603,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.29,0
11410,SMGC,SMGC_4096,94498,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11411,SMGC,SMGC_4097,11011,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,10.01,0
11412,SMGC,SMGC_4098,38933,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,42.42,0
11413,SMGC,SMGC_4099,13843,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,32.65,0
11414,SMGC,SMGC_4100,16242,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,39.94,0
11415,SMGC,SMGC_4101,14168,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.32,0
11416,SMGC,SMGC_4102,9046,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,20.31,0
11417,SMGC,SMGC_4103_1,14289,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,33.15,0
11418,SMGC,SMGC_4104,6819,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,14.53,0
11419,SMGC,SMGC_4105,10272,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,6.08,0
11420,SMGC,SMGC_4106,33441,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,36.35,0
11421,SMGC,SMGC_4107,21327,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,52.26,0
11422,SMGC,SMGC_4108,13327,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.12,0
11423,SMGC,SMGC_4109,40514,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,92.54,0
11424,SMGC,SMGC_4110,75090,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,91.53,0
11425,SMGC,SMGC_4111,6409,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,2.06,0
11426,SMGC,SMGC_4112,16349,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,52.82,0
11427,SMGC,SMGC_4113,12255,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,27.3,0
11428,SMGC,SMGC_4114,17561,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,40.68,0
11429,SMGC,SMGC_4115,8767,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,12.17,0
11430,SMGC,SMGC_4116,9341,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,10.16,0
11431,SMGC,SMGC_4117,5140,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,9.71,0
11432,SMGC,SMGC_4118,9964,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.88,0
11433,SMGC,SMGC_4119,9416,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,31.98,0
11434,SMGC,SMGC_4120,31481,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,83.83,0
11435,SMGC,SMGC_4121,10393,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,24.08,0
11436,SMGC,SMGC_4122_1,5854,d__Virus,NA,NA,o__no_order_Phycodnaviridae,f__Phycodnaviridae,NA,NA,0.95,0
11437,SMGC,SMGC_4123,23598,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.86,0
11438,SMGC,SMGC_4124,32503,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,38.31,0
11439,SMGC,SMGC_4125,43650,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,98.56,0
11440,SMGC,SMGC_4128,12158,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,7.78,0
11441,SMGC,SMGC_4129,12849,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,15.42,0
11442,SMGC,SMGC_4130,43344,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,26.1,0
11443,SMGC,SMGC_4131,5675,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,8.3,0
11444,SMGC,SMGC_4132,14067,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,31.62,0
11445,SMGC,SMGC_4133,9318,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,6.24,0
11446,SMGC,SMGC_4134,17548,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,36.61,0
11447,SMGC,SMGC_4135_1,37992,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,91.55,0
11448,SMGC,SMGC_4136,18996,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,26.65,0
11449,SMGC,SMGC_4137,8215,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.31,0
11450,SMGC,SMGC_4138,32710,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,73.29,0
11451,SMGC,SMGC_4139,9369,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,23.31,0
11452,SMGC,SMGC_4140,17344,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,30.49,0
11453,SMGC,SMGC_4141,31036,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,96.07,0
11454,SMGC,SMGC_4142_1,11718,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,29.86,0
11455,SMGC,SMGC_4143_1,36776,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,91.06,0
11456,SMGC,SMGC_4144,22724,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,50.91,0
11457,SMGC,SMGC_4145,7682,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,8.75,0
11458,SMGC,SMGC_4146,37821,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11459,SMGC,SMGC_4147,5149,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,12.95,0
11460,SMGC,SMGC_4148,6311,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,17.21,0
11461,SMGC,SMGC_4149,5679,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,11.94,0
11462,SMGC,SMGC_4150,5196,d__Virus,NA,NA,NA,NA,NA,NA,12.38,0
11463,SMGC,SMGC_4151,14521,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,43.44,0
11464,SMGC,SMGC_4152,13687,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,22.02,0
11465,SMGC,SMGC_4153,8170,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.34,0
11466,SMGC,SMGC_4154,22245,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,54.38,0
11467,SMGC,SMGC_4155,5875,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,14.89,0
11468,SMGC,SMGC_4156,14997,d__Virus,NA,NA,o__Caudovirales,f__Podoviridae,NA,NA,34.41,0
11469,SMGC,SMGC_4157,7279,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,10.45,0
11470,SMGC,SMGC_4158,7666,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,19.61,0
11471,SMGC,SMGC_4160,14139,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11472,SMGC,SMGC_4161,8975,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,23.39,0
11473,SMGC,SMGC_4162,6265,d__Virus,NA,NA,NA,NA,NA,NA,10.3,0
11474,SMGC,SMGC_4163,38281,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,86.25,0
11475,SMGC,SMGC_4164,21538,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,21.08,0
11476,SMGC,SMGC_4165,43027,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,50.72,0
11477,SMGC,SMGC_4166,5616,d__Virus,NA,NA,NA,NA,NA,NA,3.65,0
11478,SMGC,SMGC_4167,37033,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11479,SMGC,SMGC_4169,33453,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,82.9,0
11480,SMGC,SMGC_4170,16703,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,27.78,0
11481,SMGC,SMGC_4171,6250,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,13.62,0
11482,SMGC,SMGC_4172,55852,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,54.02,0
11483,SMGC,SMGC_4173,100902,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11484,SMGC,SMGC_4174,9872,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,22.24,0
11485,SMGC,SMGC_4175,11762,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,27.23,0
11486,SMGC,SMGC_4176,5318,d__Virus,NA,NA,NA,NA,NA,NA,12.63,0
11487,SMGC,SMGC_4177_1,45841,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
11488,SMGC,SMGC_4178,18917,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,44.34,0
11489,SMGC,SMGC_4179,40356,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,84.7,0
11490,SMGC,SMGC_4180_1,14914,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,96.22,0
11491,SMGC,SMGC_4181,9577,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,26.83,0
11492,SMGC,SMGC_4182_1,44393,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,66.26,0
11493,SMGC,SMGC_4183,11763,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,13.22,0
11494,SMGC,SMGC_4184,12323,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,8.01,0
11495,SMGC,SMGC_4185,6651,d__Virus,NA,NA,NA,NA,NA,NA,18.41,0
11496,SMGC,SMGC_4186,42565,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,27.65,0
11497,SMGC,SMGC_4187,8595,d__Virus,NA,NA,o__Caudovirales,f__Unassigned,NA,NA,5.58,0
11498,SMGC,SMGC_4188,10301,d__Virus,NA,NA,NA,NA,NA,NA,100,0
11499,SMGC,SMGC_4189,29353,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,99.71,0
11500,SMGC,SMGC_4190,55085,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,98.45,0
11501,SMGC,SMGC_4191,9139,d__Virus,NA,NA,NA,NA,NA,NA,76.95,0
11502,SMGC,SMGC_4192,10359,d__Virus,NA,NA,NA,NA,NA,NA,9.42,0
11503,SMGC,SMGC_4193,83795,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,70.29,0
11504,SMGC,SMGC_4194,77339,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,57.28,0
11505,SMGC,SMGC_4195,8364,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,19.46,0
11506,SMGC,SMGC_4196,27451,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,61.4,0
11507,SMGC,SMGC_4197,17490,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,33.56,0
11508,SMGC,SMGC_4198,37149,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,84.92,0
11509,SMGC,SMGC_4199,5308,d__Virus,NA,NA,NA,NA,NA,NA,7.39,0
11510,SMGC,SMGC_4201,6982,d__Virus,NA,NA,o__Caudovirales,f__Myoviridae,NA,NA,16.85,0
11511,SMGC,SMGC_4202,90416,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.04,0
11512,SMGC,SMGC_4203,35258,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,87.49,0
11513,SMGC,SMGC_4204,59094,d__Virus,NA,NA,o__Caudovirales,f__Siphoviridae,NA,NA,100,0
